Rover ID,Latitude,Longitude,Timestamp
fly,"-76° -51' -6.06"" N","-57° -55' -46.02"" E",2023-11-28 07:09:04
drive,"-68° -30' -19.65"" N","126° 1' 59.93"" E",2023-05-28 03:44:08
born,"38° 44' 34.13"" N","-166° -48' -7.56"" E",2023-07-28 15:10:05
heavy,"-23° -49' -35.25"" N","-16° -4' -16.77"" E",2023-10-11 09:05:44
government,"33° 49' 8.38"" N","147° 20' 26.51"" E",2023-01-16 13:13:00
property,"-25° -36' -13.35"" N","84° 59' 46.04"" E",2023-08-26 16:21:48
also,"-62° -13' -51.48"" N","38° 52' 49.48"" E",2023-05-05 22:29:07
activity,"20° 28' 54.47"" N","134° 51' 9.41"" E",2023-09-24 21:59:53
know,"-46° -57' -41.02"" N","-84° -45' -25.01"" E",2023-07-12 16:53:13
scene,"-81° -49' -40.81"" N","-135° -4' -22.59"" E",2023-04-18 08:54:04
audience,"-88° -28' -48.04"" N","-14° -27' -18.03"" E",2023-06-24 11:25:43
opportunity,"85° 45' 44.45"" N","92° 1' 56.42"" E",2023-04-08 19:45:20
hope,"68° 29' 32.20"" N","38° 18' 39.12"" E",2023-10-29 01:09:59
total,"62° 55' 4.34"" N","174° 18' 53.81"" E",2023-09-08 18:19:17
against,"-73° -56' -47.19"" N","-104° -50' -0.06"" E",2023-12-29 09:47:39
authority,"87° 44' 24.95"" N","66° 57' 23.63"" E",2023-07-05 09:25:17
issue,"6° 58' 9.99"" N","-129° -25' -40.64"" E",2023-04-24 00:31:11
run,"59° 15' 35.09"" N","-16° -8' -55.01"" E",2023-11-27 21:25:49
expect,"67° 19' 23.26"" N","-115° -46' -14.80"" E",2023-08-09 03:49:43
deal,"33° 17' 7.21"" N","98° 22' 21.26"" E",2023-12-24 22:45:08
unit,"-79° -20' -18.77"" N","-121° -58' -36.40"" E",2023-09-27 21:30:04
trial,"-24° -45' -44.77"" N","154° 59' 51.18"" E",2023-04-02 09:03:43
news,"67° 25' 8.30"" N","118° 27' 42.66"" E",2023-10-25 21:00:07
cold,"50° 49' 26.30"" N","117° 3' 3.58"" E",2023-02-22 17:55:58
threat,"86° 48' 45.22"" N","85° 59' 18.03"" E",2023-09-12 16:20:30
pick,"-74° -46' -35.98"" N","-97° -24' -3.94"" E",2023-03-27 01:00:03
protect,"-85° -29' -2.13"" N","144° 28' 19.88"" E",2023-09-13 19:43:23
commercial,"85° 37' 19.20"" N","-98° -37' -13.42"" E",2023-06-05 08:55:50
million,"-48° -44' -31.92"" N","-130° -14' -35.67"" E",2023-01-31 15:19:43
south,"40° 42' 49.84"" N","152° 18' 46.73"" E",2023-03-07 07:02:29
sort,"60° 4' 45.23"" N","-43° -41' -53.93"" E",2023-07-27 22:56:31
doctor,"-74° -40' -27.40"" N","-168° -5' -57.43"" E",2023-07-18 19:39:59
west,"-18° -25' -42.24"" N","-10° -20' -25.17"" E",2023-03-26 10:59:28
thousand,"27° 40' 5.34"" N","106° 53' 17.54"" E",2023-08-14 03:59:39
career,"4° 22' 43.52"" N","-122° -18' -20.60"" E",2023-01-16 15:11:56
action,"30° 29' 33.56"" N","-76° -57' -5.64"" E",2023-05-02 00:14:15
even,"-58° -20' -8.26"" N","72° 38' 35.85"" E",2023-09-16 06:19:33
father,"80° 54' 19.97"" N","-103° -24' -57.79"" E",2023-11-18 10:17:46
cultural,"-37° -5' -9.81"" N","-41° -2' -55.27"" E",2023-06-02 17:00:03
apply,"77° 50' 13.44"" N","165° 14' 22.02"" E",2023-11-20 22:01:08
position,"13° 21' 27.50"" N","73° 28' 3.03"" E",2023-10-07 15:29:38
remain,"-51° -21' -22.78"" N","67° 20' 57.98"" E",2023-10-08 08:38:48
pass,"-84° -15' -54.41"" N","-31° -46' -7.20"" E",2023-03-27 22:15:10
reduce,"7° 2' 43.93"" N","-144° -28' -28.24"" E",2023-12-22 09:12:13
floor,"-44° -6' -19.76"" N","93° 41' 5.51"" E",2023-01-09 05:27:01
travel,"32° 55' 41.89"" N","177° 52' 25.73"" E",2023-09-18 01:11:08
to,"58° 18' 47.83"" N","42° 19' 30.13"" E",2023-12-30 07:11:14
deal,"-75° -13' -46.97"" N","-151° -32' -22.35"" E",2023-07-26 13:04:12
buy,"25° 17' 26.04"" N","-121° -24' -20.53"" E",2023-09-30 10:04:57
people,"14° 38' 39.26"" N","82° 54' 32.81"" E",2023-07-14 03:40:48
certainly,"21° 50' 20.09"" N","109° 22' 48.57"" E",2023-11-22 12:50:31
couple,"-10° -57' -23.27"" N","122° 3' 45.13"" E",2023-05-18 03:35:11
music,"86° 4' 53.64"" N","129° 42' 7.42"" E",2023-11-23 02:03:37
far,"86° 33' 44.16"" N","82° 43' 38.85"" E",2023-01-05 22:26:04
he,"-59° -42' -28.29"" N","159° 8' 9.30"" E",2023-06-22 13:38:24
control,"64° 2' 10.56"" N","-177° -28' -26.19"" E",2023-05-06 14:09:47
training,"-84° -4' -11.86"" N","-85° 0' -17.59"" E",2023-04-21 17:10:07
next,"49° 43' 23.14"" N","-2° -24' -46.02"" E",2023-06-12 19:50:37
carry,"-3° -59' -56.80"" N","-10° -11' -39.07"" E",2023-11-10 08:33:23
the,"-13° -56' -57.74"" N","-110° -21' -35.01"" E",2023-10-23 11:25:40
measure,"-18° -18' -24.92"" N","135° 1' 13.31"" E",2023-09-28 17:57:31
participant,"1° 24' 13.52"" N","144° 46' 48.59"" E",2023-05-02 15:51:30
piece,"-86° -11' -40.09"" N","9° 26' 18.33"" E",2023-02-10 11:41:12
attorney,"17° 50' 5.24"" N","-75° -48' -32.53"" E",2023-10-27 07:16:29
along,"-61° -43' -31.49"" N","65° 3' 21.63"" E",2023-07-31 15:13:57
moment,"3° 11' 32.79"" N","64° 56' 50.48"" E",2023-08-25 18:32:36
group,"56° 17' 15.97"" N","-163° -40' -31.73"" E",2023-09-29 22:42:54
despite,"-16° -8' -9.79"" N","47° 43' 1.03"" E",2023-12-29 22:16:59
decade,"28° 49' 35.93"" N","176° 28' 4.81"" E",2023-04-12 13:46:06
book,"-77° -28' -38.18"" N","-175° -56' -46.77"" E",2023-04-24 14:42:25
police,"-74° -12' -23.86"" N","118° 37' 1.43"" E",2023-09-11 01:33:06
common,"39° 40' 31.09"" N","77° 31' 51.63"" E",2023-09-05 05:39:17
else,"74° 28' 39.12"" N","86° 18' 30.77"" E",2023-06-20 01:58:07
quality,"32° 10' 24.09"" N","5° 3' 28.67"" E",2023-04-08 16:45:53
argue,"-85° -22' -49.31"" N","94° 43' 44.22"" E",2023-07-13 18:44:33
civil,"-23° -30' -28.46"" N","-12° -7' -8.84"" E",2023-03-29 13:22:16
TV,"-44° -13' -9.52"" N","163° 56' 16.41"" E",2023-12-04 02:08:25
series,"48° 10' 51.77"" N","-117° -34' -7.20"" E",2023-06-05 14:40:51
respond,"37° 58' 44.14"" N","-13° -22' -4.52"" E",2023-05-04 01:54:07
particular,"-29° -44' -11.70"" N","-149° -7' -6.91"" E",2023-10-08 19:09:59
pretty,"23° 30' 12.76"" N","-128° -47' -23.35"" E",2023-07-13 21:52:57
miss,"84° 16' 2.02"" N","-167° -38' -34.17"" E",2023-12-10 14:28:15
direction,"-26° -6' -23.42"" N","-90° -5' -38.52"" E",2023-05-17 22:20:40
whatever,"52° 44' 47.80"" N","-84° -44' -42.57"" E",2023-09-13 06:10:50
cultural,"-77° -49' -19.37"" N","99° 3' 49.00"" E",2023-04-02 03:13:09
north,"-4° -2' -41.69"" N","-45° -57' -47.75"" E",2023-05-31 18:54:49
dream,"1° 16' 47.68"" N","22° 55' 0.56"" E",2023-05-07 06:36:30
whose,"-18° -22' -53.75"" N","-59° -44' -15.13"" E",2023-06-20 23:22:45
matter,"14° 13' 4.38"" N","-109° -51' -46.70"" E",2023-05-15 14:17:07
individual,"-43° -48' -44.26"" N","-112° -2' -25.72"" E",2023-03-04 19:06:10
hospital,"44° 18' 58.20"" N","-113° -15' -14.01"" E",2023-06-10 19:49:58
interesting,"-29° -43' -14.84"" N","10° 32' 57.46"" E",2023-05-03 02:52:00
main,"-82° -58' -36.44"" N","83° 4' 54.12"" E",2023-10-30 11:20:46
never,"-69° -31' -52.60"" N","-101° -38' -7.29"" E",2023-10-11 05:32:13
develop,"-26° -36' -22.95"" N","-70° -17' -40.21"" E",2023-11-28 16:45:31
soldier,"-60° -57' -41.57"" N","-109° -33' -12.23"" E",2023-05-27 15:02:09
hit,"-8° -56' -8.60"" N","28° 47' 34.70"" E",2023-11-18 01:19:23
your,"-30° 0' -30.90"" N","73° 59' 56.91"" E",2023-05-15 11:37:12
run,"56° 16' 15.83"" N","77° 51' 8.53"" E",2023-12-28 19:44:30
in,"1° 21' 41.23"" N","-12° -17' -27.36"" E",2023-01-23 12:01:01
move,"-70° -54' -25.67"" N","129° 53' 30.07"" E",2023-04-30 12:45:23
pull,"-69° -15' -16.50"" N","93° 24' 27.89"" E",2023-11-21 15:12:49
available,"83° 20' 5.77"" N","-55° -15' -59.79"" E",2023-02-01 10:42:17
they,"-38° -44' -7.11"" N","32° 7' 59.80"" E",2023-03-22 02:29:11
beautiful,"-85° -41' -29.03"" N","114° 42' 38.32"" E",2023-02-03 06:50:03
area,"-84° -24' -34.50"" N","169° 8' 53.57"" E",2023-06-22 22:08:14
investment,"31° 58' 11.00"" N","-57° -46' -4.40"" E",2023-02-10 17:37:30
to,"88° 8' 4.53"" N","142° 16' 3.07"" E",2023-05-20 00:50:14
major,"13° 58' 44.65"" N","-27° -34' -16.32"" E",2023-11-25 18:05:25
information,"-13° -35' -59.97"" N","-112° -17' -37.76"" E",2023-06-01 20:20:19
member,"22° 47' 22.29"" N","3° 16' 34.56"" E",2023-04-01 17:28:55
fund,"-62° -30' -23.10"" N","-175° -4' -53.35"" E",2023-07-18 22:20:34
people,"82° 5' 48.89"" N","39° 5' 27.56"" E",2023-10-01 20:19:13
around,"20° 54' 57.19"" N","84° 1' 28.46"" E",2023-04-13 17:27:58
when,"39° 47' 0.22"" N","-29° -51' -19.25"" E",2023-08-07 19:12:09
husband,"-20° -35' -38.54"" N","70° 25' 12.19"" E",2023-10-15 14:14:26
even,"74° 47' 34.19"" N","-13° -24' -47.71"" E",2023-10-27 09:42:38
this,"-61° -47' -56.19"" N","-142° -24' -21.09"" E",2023-08-31 16:30:16
reach,"-66° -3' -45.52"" N","-87° -16' -32.79"" E",2023-09-15 14:40:43
activity,"-12° -5' -20.00"" N","-94° -14' -18.84"" E",2023-01-06 11:33:32
finish,"-52° -59' -51.52"" N","28° 57' 52.33"" E",2023-01-05 13:18:11
pretty,"6° 37' 44.95"" N","17° 13' 37.44"" E",2023-10-31 07:02:29
whatever,"62° 3' 53.30"" N","166° 50' 37.05"" E",2023-07-20 02:33:36
add,"49° 11' 57.86"" N","127° 45' 39.07"" E",2023-11-17 07:50:27
true,"10° 46' 38.49"" N","112° 44' 39.19"" E",2023-07-21 12:55:41
even,"14° 29' 22.99"" N","74° 57' 7.24"" E",2023-08-05 10:36:54
indicate,"-67° -41' -48.20"" N","54° 31' 57.91"" E",2023-01-15 00:13:51
citizen,"36° 19' 7.74"" N","68° 54' 39.48"" E",2023-01-27 15:51:44
box,"33° 4' 14.54"" N","-123° 0' -8.58"" E",2023-04-08 17:58:40
reveal,"-31° -10' -47.40"" N","116° 20' 47.88"" E",2023-04-18 05:38:38
change,"-39° -40' -17.57"" N","27° 20' 37.23"" E",2023-06-05 07:02:06
read,"-1° -25' -33.21"" N","-81° -38' -8.70"" E",2023-10-12 07:49:07
center,"-41° -11' -10.89"" N","-22° -24' -12.38"" E",2023-11-25 23:05:20
site,"-60° -34' -31.05"" N","-66° -25' -57.37"" E",2023-04-26 16:10:09
miss,"-28° -14' -58.50"" N","137° 15' 24.83"" E",2023-06-20 05:16:01
pass,"15° 37' 59.24"" N","-105° -56' -7.12"" E",2023-08-11 08:56:19
whole,"-30° -36' -59.63"" N","117° 16' 26.31"" E",2023-05-07 07:26:49
why,"-38° -48' -6.21"" N","62° 51' 42.51"" E",2023-06-25 13:08:30
actually,"61° 34' 51.51"" N","-114° -31' -26.60"" E",2023-06-28 11:31:29
catch,"4° 18' 17.15"" N","65° 27' 27.89"" E",2023-05-16 09:30:18
speak,"-3° -8' -22.10"" N","136° 14' 13.06"" E",2023-08-03 05:40:23
early,"71° 48' 52.67"" N","163° 38' 4.00"" E",2023-07-25 18:24:18
improve,"32° 52' 59.43"" N","36° 3' 20.05"" E",2023-03-14 16:57:08
medical,"61° 4' 32.86"" N","-64° -47' -6.97"" E",2023-11-01 15:33:04
politics,"46° 1' 48.58"" N","-124° -50' -49.52"" E",2023-04-20 05:41:59
story,"62° 18' 6.54"" N","31° 12' 33.05"" E",2023-07-04 18:58:37
trial,"43° 9' 20.76"" N","-82° -39' -15.53"" E",2023-01-24 16:55:36
loss,"-68° -24' -4.88"" N","115° 15' 37.16"" E",2023-06-24 08:53:06
cause,"48° 42' 31.83"" N","-14° -38' -57.72"" E",2023-08-04 11:05:58
whole,"67° 32' 13.79"" N","22° 6' 40.79"" E",2023-04-27 21:37:48
lay,"-23° -3' -48.05"" N","-55° -28' -45.31"" E",2023-07-14 07:19:42
throw,"19° 13' 41.12"" N","36° 39' 19.99"" E",2023-06-20 14:29:49
rule,"-34° -11' -9.33"" N","51° 31' 4.54"" E",2023-10-19 09:18:39
stage,"-60° -16' -4.97"" N","153° 29' 38.78"" E",2023-12-18 02:58:25
billion,"-77° -15' -17.64"" N","-5° -55' -42.78"" E",2023-05-24 00:51:34
receive,"87° 49' 52.80"" N","-63° -43' -31.69"" E",2023-05-02 00:55:41
Mrs,"7° 1' 54.11"" N","-34° -41' -45.73"" E",2023-09-02 10:27:03
carry,"48° 27' 39.86"" N","100° 26' 6.90"" E",2023-01-02 02:42:56
bank,"7° 4' 28.77"" N","46° 58' 30.81"" E",2023-02-23 00:07:08
candidate,"53° 14' 54.91"" N","107° 51' 47.35"" E",2023-12-10 01:38:36
admit,"-3° -52' -2.93"" N","177° 20' 40.79"" E",2023-01-08 12:51:54
significant,"53° 28' 34.34"" N","-96° -17' -10.67"" E",2023-10-03 02:02:49
give,"85° 20' 34.75"" N","-108° -59' -32.21"" E",2023-05-13 17:23:24
education,"-25° -28' -8.18"" N","150° 21' 7.79"" E",2023-04-16 16:41:21
beautiful,"48° 16' 10.28"" N","53° 28' 28.86"" E",2023-08-11 13:13:14
often,"-74° -3' -23.13"" N","37° 59' 54.23"" E",2023-07-15 18:03:20
store,"62° 12' 2.37"" N","57° 14' 29.84"" E",2023-11-22 18:21:14
perhaps,"36° 57' 55.83"" N","87° 56' 53.05"" E",2023-07-21 03:23:49
how,"65° 24' 29.21"" N","-96° -9' -18.03"" E",2023-05-25 06:08:59
city,"-27° -36' -19.49"" N","14° 49' 58.59"" E",2023-01-31 09:51:25
capital,"11° 37' 37.76"" N","126° 33' 5.51"" E",2023-05-21 16:48:54
development,"-82° -13' -28.12"" N","122° 27' 5.66"" E",2023-03-09 14:31:10
I,"47° 9' 27.07"" N","-146° -33' -4.79"" E",2023-02-02 13:25:24
manager,"-13° -49' -33.36"" N","149° 14' 38.72"" E",2023-04-20 18:48:44
culture,"-75° -39' -36.47"" N","-111° -17' -18.49"" E",2023-02-06 05:06:37
keep,"-85° -34' -20.58"" N","-119° -4' -28.09"" E",2023-09-02 07:11:23
hair,"25° 56' 32.23"" N","9° 23' 1.49"" E",2023-04-15 13:41:46
ever,"-83° -36' -16.88"" N","-60° -41' -51.15"" E",2023-05-11 01:01:16
tend,"-37° -50' -41.82"" N","-76° -24' -22.75"" E",2023-10-24 21:15:48
human,"-50° 0' -27.41"" N","-95° -55' -32.19"" E",2023-09-12 00:07:14
small,"4° 24' 28.80"" N","-39° -22' -20.10"" E",2023-01-31 00:43:41
around,"81° 5' 39.76"" N","-115° -8' -25.91"" E",2023-03-11 16:15:29
floor,"44° 17' 23.93"" N","-32° -55' -26.73"" E",2023-03-13 20:52:05
keep,"-16° -17' -48.85"" N","-124° -59' -45.45"" E",2023-09-06 04:31:23
floor,"-56° -22' -45.48"" N","173° 0' 26.96"" E",2023-06-23 14:52:12
record,"12° 47' 1.08"" N","-26° -53' -30.83"" E",2023-06-13 20:41:53
wife,"-24° -4' -53.66"" N","62° 0' 9.62"" E",2023-03-28 23:10:56
quickly,"59° 7' 31.27"" N","-52° -37' -6.80"" E",2023-12-09 14:05:06
clear,"1° 33' 14.92"" N","-9° -55' -10.39"" E",2023-10-31 16:23:49
fly,"75° 11' 38.91"" N","87° 7' 30.16"" E",2023-01-01 21:21:30
story,"-44° -57' -14.72"" N","34° 57' 21.02"" E",2023-03-08 08:36:19
race,"-82° -55' -31.75"" N","44° 42' 38.91"" E",2023-04-09 07:14:07
think,"-78° -56' -32.59"" N","-116° -21' -18.59"" E",2023-05-02 14:34:14
send,"0° -41' -9.54"" N","-133° -15' -28.11"" E",2023-03-23 03:50:01
mean,"-51° -31' -35.62"" N","10° 27' 29.60"" E",2023-10-17 02:16:45
force,"-10° -6' -57.69"" N","-56° -15' -30.42"" E",2023-05-06 15:59:25
company,"-49° -15' -55.59"" N","131° 29' 4.24"" E",2023-12-13 08:52:39
than,"15° 12' 24.44"" N","-144° -49' -52.76"" E",2023-07-10 17:20:38
use,"56° 4' 49.37"" N","-49° -14' -7.96"" E",2023-01-06 01:37:54
together,"-61° -9' -23.45"" N","137° 37' 14.03"" E",2023-09-12 14:09:50
line,"-2° -11' -55.50"" N","164° 42' 58.87"" E",2023-07-01 07:46:30
me,"-24° -28' -17.17"" N","-151° -53' -13.15"" E",2023-03-29 09:00:08
could,"-38° -23' -22.12"" N","72° 44' 16.86"" E",2023-01-19 09:04:37
so,"38° 34' 7.63"" N","35° 14' 9.97"" E",2023-11-27 02:30:07
owner,"-83° -9' -26.06"" N","82° 37' 25.10"" E",2023-11-15 14:04:16
wonder,"66° 23' 16.22"" N","91° 10' 14.19"" E",2023-08-08 10:47:51
draw,"-88° -49' -20.53"" N","124° 25' 56.30"" E",2023-10-03 14:13:30
claim,"68° 20' 14.20"" N","-172° -48' -11.00"" E",2023-04-20 06:17:56
federal,"-26° -12' -38.54"" N","3° 10' 28.23"" E",2023-09-04 04:06:30
yeah,"-26° -53' -57.62"" N","-25° -22' -38.00"" E",2023-07-30 08:31:37
sport,"38° 37' 50.70"" N","87° 51' 54.25"" E",2023-02-18 19:24:24
lay,"34° 52' 2.83"" N","-49° -19' -15.85"" E",2023-04-03 15:56:37
same,"26° 37' 50.30"" N","82° 5' 41.74"" E",2023-05-11 14:54:48
cold,"-62° -34' -28.13"" N","-174° -49' -28.66"" E",2023-12-16 00:36:24
the,"68° 38' 31.42"" N","-144° -30' -29.02"" E",2023-05-01 12:41:43
call,"-30° -51' -32.58"" N","155° 16' 47.99"" E",2023-07-16 07:50:06
within,"-73° -23' -24.85"" N","20° 40' 48.36"" E",2023-11-04 04:58:59
door,"-28° -14' -2.07"" N","-154° -39' -31.99"" E",2023-01-01 12:43:08
month,"28° 56' 19.97"" N","149° 27' 2.60"" E",2023-05-27 08:45:51
though,"15° 53' 8.58"" N","-167° -49' -14.83"" E",2023-10-13 22:38:06
fund,"83° 6' 1.83"" N","-73° -53' -43.18"" E",2023-01-07 23:13:32
future,"-2° -38' -19.61"" N","-109° -24' -36.85"" E",2023-10-28 14:33:18
same,"-87° -31' -17.75"" N","-157° -5' -23.99"" E",2023-07-02 20:13:04
pressure,"77° 26' 24.30"" N","-171° -22' -57.03"" E",2023-10-11 15:18:21
stop,"65° 30' 3.92"" N","-108° -38' -17.96"" E",2023-12-21 11:06:16
control,"1° 18' 21.28"" N","-88° -39' -11.58"" E",2023-07-30 17:25:50
cup,"15° 14' 24.65"" N","161° 3' 15.96"" E",2023-12-31 18:11:59
phone,"2° 37' 19.41"" N","8° 48' 26.59"" E",2023-01-21 23:43:00
any,"10° 46' 44.08"" N","-106° -50' -22.50"" E",2023-08-25 06:45:14
billion,"42° 28' 1.63"" N","-61° -39' -54.82"" E",2023-12-14 07:14:37
notice,"56° 45' 46.29"" N","-160° -27' -4.29"" E",2023-10-16 05:43:51
benefit,"34° 43' 32.35"" N","-172° -46' -34.39"" E",2023-04-23 21:57:46
government,"0° 34' 34.87"" N","-107° -10' -0.56"" E",2023-10-30 16:36:30
create,"58° 14' 20.02"" N","20° 58' 37.79"" E",2023-06-18 10:08:36
wind,"-35° -30' -24.76"" N","118° 19' 56.53"" E",2023-02-11 23:29:56
miss,"-30° 0' -24.08"" N","55° 15' 39.96"" E",2023-06-19 04:28:15
big,"16° 36' 6.16"" N","-14° -46' -57.92"" E",2023-11-10 18:31:38
reach,"-20° -16' -33.82"" N","-152° -5' -41.35"" E",2023-01-01 04:20:37
present,"-4° -13' -22.44"" N","-114° -35' -32.85"" E",2023-04-29 11:11:19
positive,"-31° -43' -6.25"" N","-126° -54' -33.54"" E",2023-08-05 05:59:18
plan,"-51° -49' -36.57"" N","98° 11' 9.43"" E",2023-04-07 03:51:44
gas,"24° 52' 27.76"" N","21° 21' 37.13"" E",2023-09-24 19:43:17
yeah,"12° 35' 2.98"" N","-152° -7' -4.64"" E",2023-02-09 03:46:14
contain,"36° 31' 27.96"" N","-171° -38' -2.82"" E",2023-05-05 23:01:04
team,"78° 35' 4.93"" N","-39° -10' -11.38"" E",2023-07-06 11:01:42
better,"7° 41' 17.26"" N","106° 5' 24.09"" E",2023-09-04 22:45:02
avoid,"69° 45' 58.62"" N","26° 5' 53.13"" E",2023-08-28 05:13:03
piece,"-86° -37' -28.01"" N","22° 50' 10.74"" E",2023-10-25 18:14:52
term,"-71° -48' -37.39"" N","125° 33' 53.53"" E",2023-07-22 02:21:54
machine,"84° 29' 51.96"" N","78° 3' 20.05"" E",2023-04-23 03:46:38
remember,"58° 39' 7.68"" N","-170° -56' -7.25"" E",2023-10-24 10:38:17
head,"24° 39' 32.98"" N","-84° -28' -22.06"" E",2023-10-05 04:31:19
capital,"-51° -41' -24.92"" N","-42° -17' -57.16"" E",2023-11-10 14:32:43
south,"38° 13' 24.59"" N","133° 17' 35.68"" E",2023-09-18 19:25:22
phone,"70° 32' 51.86"" N","-141° -11' -24.98"" E",2023-05-16 17:36:22
understand,"-38° -55' -55.29"" N","116° 12' 28.01"" E",2023-12-05 07:13:05
parent,"39° 35' 54.16"" N","-156° -46' -1.19"" E",2023-12-02 17:16:11
address,"-2° -5' -57.40"" N","-109° -20' -51.72"" E",2023-02-20 22:36:14
theory,"30° 54' 0.36"" N","65° 48' 25.00"" E",2023-10-27 16:48:50
watch,"30° 31' 48.81"" N","94° 53' 54.25"" E",2023-09-26 09:06:32
ok,"-46° -48' -21.97"" N","124° 21' 46.47"" E",2023-04-29 00:24:43
modern,"89° 16' 24.74"" N","10° 26' 10.08"" E",2023-01-22 19:45:08
meet,"20° 35' 18.46"" N","-141° -34' -52.92"" E",2023-10-17 12:58:58
easy,"46° 22' 36.12"" N","-82° -18' -40.56"" E",2023-04-16 21:18:58
nor,"79° 38' 40.91"" N","-166° -57' -41.54"" E",2023-10-02 11:46:39
general,"-10° -3' -41.20"" N","134° 5' 59.16"" E",2023-03-03 09:04:40
son,"42° 33' 8.42"" N","72° 40' 34.00"" E",2023-01-06 22:58:37
reality,"-40° -12' -28.59"" N","-112° -32' -33.49"" E",2023-08-12 17:34:53
make,"-4° -54' -25.32"" N","-42° -50' -35.63"" E",2023-08-14 20:44:51
imagine,"83° 45' 25.49"" N","159° 32' 57.81"" E",2023-07-11 20:43:23
able,"48° 32' 23.29"" N","18° 32' 41.83"" E",2023-08-26 21:21:49
international,"18° 29' 30.36"" N","-49° -18' -37.88"" E",2023-10-16 04:07:38
require,"40° 0' 53.98"" N","151° 59' 15.03"" E",2023-10-02 17:48:42
TV,"-78° -52' -29.85"" N","-35° -14' -54.20"" E",2023-03-13 10:50:26
certainly,"-60° -33' -39.99"" N","156° 18' 42.23"" E",2023-01-19 17:48:24
TV,"-83° -58' -9.45"" N","-173° -17' -35.31"" E",2023-02-02 05:17:43
pattern,"-30° -48' -50.71"" N","-102° -49' -9.97"" E",2023-09-09 09:15:03
might,"33° 20' 35.82"" N","27° 1' 39.42"" E",2023-06-30 23:00:43
wide,"76° 51' 51.69"" N","-37° -3' -55.18"" E",2023-02-27 16:36:15
entire,"5° 16' 41.70"" N","-151° -27' -43.33"" E",2023-09-03 03:32:01
he,"-77° -19' -41.58"" N","-44° -9' -14.55"" E",2023-07-05 21:12:23
measure,"-63° -47' -39.71"" N","-58° -12' -22.60"" E",2023-06-21 23:06:19
task,"48° 12' 8.50"" N","74° 16' 41.78"" E",2023-09-04 15:35:35
threat,"-76° -15' -40.67"" N","-144° -3' -26.93"" E",2023-08-16 06:14:07
media,"49° 53' 9.11"" N","-171° -33' -38.66"" E",2023-06-14 17:55:39
enjoy,"-36° -58' -6.25"" N","-177° -54' -55.53"" E",2023-02-19 15:27:26
market,"-34° -26' -3.61"" N","25° 47' 25.19"" E",2023-01-14 23:44:59
recently,"-23° -20' -9.75"" N","-110° -28' -43.69"" E",2023-11-12 08:49:09
among,"39° 13' 53.70"" N","19° 5' 54.89"" E",2023-04-25 15:51:17
throw,"26° 9' 31.52"" N","154° 43' 10.25"" E",2023-12-20 08:28:22
lawyer,"71° 26' 14.24"" N","82° 7' 29.96"" E",2023-05-28 14:02:21
choice,"51° 13' 25.68"" N","-121° -11' -2.97"" E",2023-10-14 14:43:06
